agent_exit_code,ast_parse_calls,commit,duration_ms,git_show_calls,history_path,impacted_external,impacted_internal,impacted_internal_ratio,impacted_test,impacted_total,num_changed_targets,num_files_changed,num_targets,ok,patch_added_lines,patch_path,patch_removed_lines,patch_total_lines,runner_ms,subprocess_calls,verifier_checked,verifier_ok
0,0,8183e748,2216,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\8183e748_20260126_205330\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\8183e748_20260126_205330\docstring_patch_8183e748.diff,0,0,2353,2,0,True
0,1,cefd5070,2226,1,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\cefd5070_20260126_205333\history.json,4,29,0.4142857142857143,37,70,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\cefd5070_20260126_205333\docstring_patch_cefd5070.diff,0,0,2338,3,0,True
0,0,3d1f9268,2046,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\3d1f9268_20260126_205335\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\3d1f9268_20260126_205335\docstring_patch_3d1f9268.diff,0,0,2167,2,0,True
0,21,7eac6e31,3939,3,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\7eac6e31_20260126_205337\history.json,58,155,0.545774647887324,71,284,9,3,9,True,43,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\7eac6e31_20260126_205337\docstring_patch_7eac6e31.diff,0,43,4065,5,9,True
0,0,21d2c5ce,2180,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\21d2c5ce_20260126_205341\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\21d2c5ce_20260126_205341\docstring_patch_21d2c5ce.diff,0,0,2281,2,0,True
0,0,c75ae058,2264,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\c75ae058_20260126_205344\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\c75ae058_20260126_205344\docstring_patch_c75ae058.diff,0,0,2376,2,0,True
0,0,961b2e84,2257,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\961b2e84_20260126_205346\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\961b2e84_20260126_205346\docstring_patch_961b2e84.diff,0,0,2377,2,0,True
0,0,b4ba7f46,1934,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\b4ba7f46_20260126_205349\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\b4ba7f46_20260126_205349\docstring_patch_b4ba7f46.diff,0,0,2040,2,0,True
0,0,c35e1fd4,1985,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\c35e1fd4_20260126_205351\history.json,0,0,0.0,0,0,0,0,0,True,0,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\c35e1fd4_20260126_205351\docstring_patch_c35e1fd4.diff,0,0,2083,2,0,True
0,22,d1c67c00,4117,2,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\d1c67c00_20260126_205353\history.json,63,177,0.5145348837209303,104,344,10,2,10,True,52,D:\locbench\analyzer\runs\fastapi\agent_batch\20260126_205121\d1c67c00_20260126_205353\docstring_patch_d1c67c00.diff,0,52,4214,4,10,True
